time,mag
0.30970719356377363,-0.3819566738416551
0.31213326826462334,-0.3903308509573691
0.3145661627578199,-0.39717077641107146
0.316975021729937,-0.40125384144275955
0.31952015022965274,-0.4034851118670062
0.32194239905167893,-0.4040236262217167
0.32436002778018846,-0.4133023828412927
0.3267671560321699,-0.41163566392255824
0.11660000414678279,0.25326477074990805
0.12082190426093907,0.28460533112148134
0.12517877586259216,0.3114585290942973
0.12938519532399087,0.31673310743462224
0.13361081242098896,0.313307722585348
0.1378268669988479,0.32920584729564695
0.14204761426754467,0.3017041660633346
0.14627373664189783,0.3055706441517252
0.15049289548120826,0.2887209274396749
0.15471468815132927,0.2646786359926647
0.15893925839495668,0.24450506445044695
0.16315877731697992,0.21811967922255704
0.1673726670427228,0.1957566908848758
0.17164050819363602,0.16579557471571071
0.17587027640545627,0.14631339384254893
0.18008423872852028,0.10920134313305319
0.18430595880132017,0.0857406975726871
0.18852699355540858,0.05231403671775681
0.19275625648987377,0.026637055399516996
0.19703304743853578,0.010244726372668822
0.20126689271591064,-0.013701668300434733
0.05,-0.15123625595457457
0.060000000000000005,-0.09473109266584122
0.07,-0.030990741758160016
0.08000000000000002,0.03720163964074548
0.09000000000000001,0.10614288394459795
0.1,0.1715360763388559
0.11000000000000001,0.2289065966482603
0.21,-0.030102443872962195
0.22,-0.09967787413761159
0.23,-0.1629304525268226
0.24000000000000002,-0.21771737662842783
0.25,-0.26306292584035074
0.26,-0.29912500705995415
0.27,-0.3270262232530801
0.28,-0.3485782757272441
0.32,-0.41250567664130683
0.33,-0.4301672123145098
0.34,-0.44912283814343423
0.35000000000000003,-0.4684760473258784
0.45,-0.45027685616524366
0.46,-0.4298648471556019
0.47000000000000003,-0.4102136068390855
0.48000000000000004,-0.3917328794191022
0.49000000000000005,-0.3741948760497668
0.5,-0.35675909050402577
0.51,-0.33810214693963814
0.52,-0.3166363066283559
0.53,-0.2907865484005452
0.54,-0.2592866287908575
0.55,-0.22145063551898173
0.6,0.029048396177592244
0.61,0.07434403711768658
0.62,0.11076404865690131
0.63,0.13568120299576125
0.64,0.14729475761755012
0.65,0.14483911
0.66,0.12867262191996331
0.67,0.10023482783498033
0.68,0.06187764649361648
0.6900000000000001,0.016592850154031703
0.7000000000000001,-0.03232838196672001
0.7100000000000001,-0.08165935509644419
0.7200000000000001,-0.12857818322976056
0.7300000000000001,-0.17094141841047056
0.7400000000000001,-0.20745759031847327
0.7500000000000001,-0.23774145360210988
0.7600000000000001,-0.2622463830704498
0.7700000000000001,-0.2820891081629274
0.7800000000000001,-0.29879549301321656
0.7900000000000001,-0.3140063294422465
0.8000000000000002,-0.32918671136657873
0.8,-0.3291867113665785
0.81,-0.34538090302986874
0.8200000000000001,-0.36304699388227646
0.8300000000000001,-0.3819931908055785
0.87,-0.44902584374287124
0.88,-0.45659206221198245
0.89,-0.4583748593158865
0.9,-0.4542152710000001
0.91,-0.44459529456071384
0.92,-0.43056741130415876
0.93,-0.4135875002575973
0.9400000000000001,-0.39527539218846364
0.9500000000000001,-0.37713904355303024
0.9600000000000001,-0.36030488905544267
0.9700000000000001,-0.34529731918140566
0.9800000000000001,-0.33190426475367285
0.9900000000000001,-0.3191543042930707
0.0,-0.3054151048275795
